title,release,revenue,budget,rating,genres,country
The Manchurian Candidate,1962-10-24,96105910.0,80000000.0,7.7,Mystery,US
Back to the Future,1985-07-03,381109762.0,19000000.0,8.0,Adventure,US
Fried Green Tomatoes,1991-12-27,119418501.0,11000000.0,7.6,Drama,US
Patton,1970-01-25,89800000.0,12000000.0,7.3,Drama,US
Highlander,1986-03-07,5900000.0,16000000.0,6.8,Adventure,UK
Cool Hand Luke,1967-06-22,16217773.0,3000000.0,7.7,Crime,US
Young Frankenstein,1974-12-15,86273333.0,2800000.0,7.7,Comedy,US
The Great Dictator,1940-10-15,11000000.0,2000000.0,8.1,Comedy,US
Fantasia,1940-11-13,83320000.0,2280000.0,7.2,Animation,US
High Noon,1952-03-27,8000000.0,730000.0,7.6,Western,US
Ben-Hur,1959-12-26,146900000.0,15000000.0,7.5,Action,US
This Is Spinal Tap,1984-05-04,4736202.0,2500000.0,7.6,Comedy,US
Indiana Jones and the Last Crusade,1989-05-24,474171806.0,48000000.0,7.6,Adventure,US
The Unbearable Lightness of Being,1988-02-05,10006806.0,17000000.0,7.0,Comedy,US
A Room with a View,1985-12-13,20966644.0,3000000.0,6.9,Drama,UK
Pink Floyd: The Wall,1982-07-14,22244207.0,12000000.0,7.7,Music,UK
The Killing Fields,1984-11-02,34700291.0,14400000.0,7.5,War,UK
Forbidden Planet,1956-03-15,3250000.0,1900000.0,7.2,Adventure,US
Butch Cassidy and the Sundance Kid,1969-09-23,102308889.0,6000000.0,7.4,History,US
When Harry Met Sally...,1989-07-21,92823546.0,16000000.0,7.3,Comedy,US
Alien³,1992-05-22,159773545.0,50000000.0,6.2,Science Fiction,UK
An American Werewolf in London,1981-08-21,31973249.0,10000000.0,7.2,Horror,UK
The Birds,1963-03-28,11403529.0,2500000.0,7.3,Horror,US
Dracula,1992-11-13,215862692.0,40000000.0,7.1,Romance,US
Candyman,1992-10-16,25792310.0,6000000.0,6.2,Drama,US
Cape Fear,1991-11-15,182300000.0,35000000.0,7.0,Crime,US
Carrie,1976-11-03,33800000.0,1800000.0,7.0,Horror,US
A Nightmare on Elm Street,1984-11-14,25504513.0,1800000.0,7.2,Horror,US
The Omen,1976-06-06,60922980.0,2800000.0,7.2,Horror,UK
Star Trek: First Contact,1996-11-21,150000000.0,46000000.0,7.0,Science Fiction,US
Sling Blade,1996-08-30,24444121.0,1000000.0,7.4,Drama,US
Jingle All the Way,1996-11-15,129832389.0,60000000.0,5.5,Family,US
The Preacher's Wife,1996-12-13,48093211.0,40000000.0,5.4,Fantasy,US
Ridicule,1996-05-09,2503829.0,3000000.0,7.4,Comedy,France
101 Dalmatians,1996-11-17,320689294.0,54000000.0,5.6,Comedy,UK
Die Hard 2,1990-07-02,240031094.0,70000000.0,6.6,Action,US
Star Trek: The Motion Picture,1979-12-06,139000000.0,35000000.0,6.2,Science Fiction,US
Star Trek VI: The Undiscovered Country,1991-12-05,96900000.0,27000000.0,6.7,Science Fiction,US
Star Trek V: The Final Frontier,1989-06-09,70200000.0,30000000.0,5.6,Science Fiction,US
Star Trek II: The Wrath of Khan,1982-06-03,96800000.0,12000000.0,7.3,Action,US
Star Trek III: The Search for Spock,1984-05-31,87000000.0,18000000.0,6.4,Science Fiction,US
Star Trek IV: The Voyage Home,1986-11-25,133000000.0,24000000.0,6.9,Science Fiction,US
Batman Returns,1992-06-19,280000000.0,80000000.0,6.6,Action,UK
Young Guns,1988-08-12,44726644.0,13000000.0,6.6,Crime,US
Grease,1978-07-07,181813770.0,6000000.0,7.2,Romance,US
Grease 2,1982-06-11,15171476.0,13200000.0,4.9,Comedy,US
Marked for Death,1990-10-05,46044400.0,12000000.0,5.6,Action,US
Under Siege,1992-10-08,156563139.0,35000000.0,6.1,Action,France
Jaws,1975-06-18,470654000.0,7000000.0,7.5,Horror,US
Jaws 2,1978-06-16,187884007.0,20000000.0,5.9,Horror,US
Jaws 3-D,1983-03-16,87987055.0,20500000.0,4.2,Thriller,US
Mars Attacks!,1996-12-12,101371017.0,70000000.0,6.1,Comedy,US
Citizen Ruth,1996-12-13,153155.0,3000000.0,6.8,Drama,US
Jerry Maguire,1996-12-06,273552592.0,50000000.0,6.7,Comedy,US
Raising Arizona,1987-03-01,29180280.0,6000000.0,7.2,Comedy,US
Marvin's Room,1996-12-18,12803305.0,23000000.0,6.6,Drama,US
Scream,1996-12-20,173046663.0,14000000.0,7.0,Crime,US
The Last of the Mohicans,1992-09-25,75505856.0,40000000.0,7.1,Action,US
Evita,1996-12-14,141047179.0,55000000.0,5.9,History,US
Turbulence,1997-01-09,11466088.0,55000000.0,5.2,Action,US
Metro,1997-01-16,31987563.0,55000000.0,5.3,Action,US
Dante's Peak,1997-02-07,178127760.0,116000000.0,5.8,Action,US
Prefontaine,1997-01-24,589304.0,8000000.0,6.7,Drama,US
Absolute Power,1997-02-14,50068310.0,50000000.0,6.4,Crime,US
Vegas Vacation,1997-02-13,36400360.0,25000000.0,6.0,Comedy,US
Lost Highway,1997-01-15,3675201.0,15000000.0,7.5,Drama,US
Rosewood,1997-02-21,13130349.0,30000000.0,6.7,Drama,US
Donnie Brasco,1997-02-27,41954997.0,35000000.0,7.4,Crime,US
Kama Sutra - A Tale of Love,1996-09-11,4109095.0,3000000.0,5.7,Drama,UK
Private Parts,1997-03-07,41230799.0,28000000.0,6.7,Comedy,US
The Saint,1997-04-03,118063304.0,68000000.0,5.9,Thriller,US
Liar Liar,1997-03-21,302710615.0,45000000.0,6.4,Comedy,US
Selena,1997-03-21,60000000.0,20000000.0,7.1,Drama,US
The Devil's Own,1997-03-12,140807547.0,90000000.0,5.9,Crime,US
Cats Don't Dance,1997-03-26,3566637.0,32000000.0,7.1,Animation,US
Anna Karenina,1997-04-04,791830.0,35000000.0,6.4,Drama,US
Breakdown,1997-05-02,50159144.0,36000000.0,6.6,Drama,US
The Fifth Element,1997-05-07,263920180.0,90000000.0,7.3,Adventure,France
The Lost World: Jurassic Park,1997-05-23,229074524.0,73000000.0,6.2,Adventure,US
Con Air,1997-06-01,224012234.0,75000000.0,6.5,Action,US
Speed 2: Cruise Control,1997-06-13,164508066.0,160000000.0,4.1,Action,US
Batman & Robin,1997-06-20,238207122.0,125000000.0,4.2,Action,UK
Hercules,1997-06-26,252712101.0,85000000.0,7.3,Animation,US
My Best Friend's Wedding,1997-06-19,299288605.0,38000000.0,6.4,Comedy,US
Contempt,1963-10-21,528428.0,900000.0,7.5,Drama,France
Face/Off,1997-06-27,245676146.0,80000000.0,6.8,Action,US
Men in Black,1997-07-02,589390539.0,90000000.0,6.9,Action,US
A Simple Wish,1997-07-11,8345056.0,28000000.0,5.5,Adventure,US
Contact,1997-07-11,171120329.0,90000000.0,7.2,Drama,US
G.I. Jane,1997-08-22,48169156.0,50000000.0,6.0,Action,US
Conan the Barbarian,1982-04-02,79114085.0,20000000.0,6.6,Adventure,US
Cop Land,1997-08-15,44862187.0,15000000.0,6.6,Action,US
Event Horizon,1997-08-15,26673242.0,60000000.0,6.4,Horror,UK
Spawn,1997-07-31,87840042.0,40000000.0,5.0,Action,US
Picture Perfect,1997-08-01,44332015.0,19000000.0,5.1,Comedy,US
Conspiracy Theory,1997-08-07,136982834.0,75000000.0,6.5,Action,US
Steel,1997-08-15,1686429.0,16000000.0,4.2,Science Fiction,US
Mimic,1997-08-22,25480490.0,30000000.0,5.7,Fantasy,US
One Eight Seven,1997-07-29,5716080.0,20000000.0,6.5,Drama,US
The Hunt for Red October,1990-03-02,199200000.0,30000000.0,7.2,Action,US
L.A. Confidential,1997-09-19,126216940.0,35000000.0,7.7,Crime,US
Seven Years in Tibet,1997-09-12,131457682.0,70000000.0,7.0,Adventure,US
Kiss the Girls,1997-10-03,60527873.0,27000000.0,6.2,Drama,US
Wishmaster,1997-09-19,15719109.0,5000000.0,5.6,Horror,US
The Game,1997-09-12,109423648.0,50000000.0,7.5,Drama,US
Fire Down Below,1997-09-05,16000000.0,60000000.0,5.0,Action,US
U Turn,1997-10-03,6682098.0,19000000.0,6.5,Thriller,France
The Ice Storm,1997-09-27,8038061.0,18000000.0,6.9,Drama,France
Chasing Amy,1997-04-04,12021272.0,250000.0,6.7,Comedy,US
The Full Monty,1997-08-13,257850122.0,3500000.0,6.9,Comedy,UK
I Know What You Did Last Summer,1997-10-17,125586134.0,17000000.0,5.6,Horror,US
Playing God,1997-10-17,4000000.0,12000000.0,5.6,Drama,US
Gattaca,1997-09-07,12532777.0,36000000.0,7.5,Thriller,US
Switchback,1997-10-31,6482195.0,37000000.0,5.8,Action,US
Stripes,1981-06-25,85300000.0,10000000.0,6.5,Action,US
Bean,1997-07-03,251212670.0,18000000.0,6.3,Comedy,UK
Mad City,1997-11-07,10541523.0,50000000.0,5.9,Action,US
One Night Stand,1997-11-14,2642983.0,24000000.0,5.7,Drama,US
The Rainmaker,1997-11-18,45916769.0,40000000.0,6.7,Drama,US
Boogie Nights,1997-09-11,43101594.0,15000000.0,7.5,Drama,US
Witness,1985-02-08,68706993.0,12000000.0,7.0,Crime,US
Starship Troopers,1997-11-06,121214377.0,105000000.0,6.7,Adventure,US
The Joy Luck Club,1993-09-08,32861136.0,11000000.0,7.1,Drama,US
Sliding Doors,1998-04-23,58000000.0,6000000.0,6.6,Comedy,UK
Mortal Kombat: Annihilation,1997-11-21,51376861.0,30000000.0,3.8,Action,US
The Truman Show,1998-06-04,264118201.0,60000000.0,7.8,Comedy,US
The Jackal,1997-11-14,159330280.0,60000000.0,6.1,Action,US
Anastasia,1997-11-20,139804348.0,53000000.0,7.4,Animation,US
The Man Who Knew Too Little,1997-11-14,13801755.0,20000000.0,6.5,Comedy,US
Alien: Resurrection,1997-11-12,162000000.0,70000000.0,5.9,Science Fiction,US
Amistad,1997-12-03,74000000.0,36000000.0,6.8,Drama,US
Deconstructing Harry,1997-08-26,10686841.0,20000000.0,7.3,Comedy,US
Flubber,1997-11-26,177977226.0,80000000.0,5.3,Comedy,US
For Richer or Poorer,1997-12-11,31611225.0,35000000.0,5.6,Comedy,US
Home Alone 3,1997-12-12,79082515.0,32000000.0,5.1,Comedy,US
Midnight in the Garden of Good and Evil,1997-11-21,25105255.0,35000000.0,6.3,Crime,US
MouseHunt,1997-12-19,122417389.0,38000000.0,6.2,Comedy,US
Scream 2,1997-12-09,172363301.0,24000000.0,6.1,Horror,US
Titanic,1997-11-18,1845034188.0,200000000.0,7.5,Drama,US
Tomorrow Never Dies,1997-12-11,333011068.0,110000000.0,6.0,Adventure,UK
The Postman,1997-12-25,17626234.0,80000000.0,6.1,Drama,US
The Horse Whisperer,1998-05-14,186883563.0,60000000.0,6.7,Drama,US
Jackie Brown,1997-12-24,39673162.0,12000000.0,7.3,Comedy,US
Kundun,1997-12-25,5684789.0,28000000.0,6.8,Drama,US
The Big Lebowski,1998-03-06,46189568.0,15000000.0,7.8,Comedy,UK
Great Expectations,1998-01-19,55494066.0,25000000.0,6.4,Comedy,US
Wag the Dog,1997-12-25,64256513.0,15000000.0,6.7,Comedy,US
Half Baked,1998-01-16,17460020.0,8000000.0,6.4,Comedy,US
Shooting Fish,1997-08-22,302204.0,3000000.0,7.0,Crime,UK
Spice World,1997-12-19,100000000.0,25000000.0,4.7,Adventure,UK
The Replacement Killers,1998-02-06,19204929.0,30000000.0,6.0,Action,US
Blues Brothers 2000,1998-02-05,14051384.0,28000000.0,5.2,Music,US
The Wedding Singer,1998-02-13,123306987.0,18000000.0,6.5,Romance,US
Sphere,1998-02-13,13100000.0,75000000.0,5.8,Science Fiction,US
As Good as It Gets,1997-12-19,314178011.0,50000000.0,7.2,Comedy,US
U.S. Marshals,1998-03-06,102367405.0,60000000.0,6.2,Thriller,US
The Newton Boys,1998-03-26,76000000.0,27000000.0,5.9,Crime,US
Wild Things,1998-03-20,67200000.0,20000000.0,6.3,Thriller,US
Two Girls and a Guy,1997-09-07,2057193.0,1000000.0,5.4,Drama,US
The Object of My Affection,1998-04-17,46905889.0,15000000.0,5.6,Comedy,US
Lost in Space,1998-04-03,136159423.0,80000000.0,5.0,Adventure,US
The Spanish Prisoner,1997-09-08,13835130.0,10000000.0,7.1,Crime,US
City of Angels,1998-04-10,198685114.0,55000000.0,6.5,Drama,US
He Got Game,1998-05-01,21567853.0,25000000.0,6.7,Drama,US
Zero Effect,1998-01-30,1980338.0,5000000.0,6.0,Comedy,US
Species II,1998-04-10,19165560.0,35000000.0,4.5,Science Fiction,US
The Big Hit,1998-04-24,27007143.0,13000000.0,6.1,Action,US
Deep Impact,1998-05-08,140464664.0,75000000.0,5.9,Action,US
Quest for Camelot,1998-05-15,38172500.0,40000000.0,6.9,Fantasy,US
Godzilla,1998-05-20,379014294.0,130000000.0,5.3,Science Fiction,US
Bulworth,1998-05-15,29202884.0,30000000.0,6.3,Comedy,US
Fear and Loathing in Las Vegas,1998-05-22,10680275.0,18500000.0,7.2,Adventure,US
A Perfect Murder,1998-06-05,128038368.0,60000000.0,6.3,Crime,US
Six Days Seven Nights,1998-06-12,164000000.0,70000000.0,5.6,Action,US
Can't Hardly Wait,1998-06-12,25605015.0,10000000.0,6.1,Comedy,US
Mulan,1998-06-18,304320254.0,90000000.0,7.6,Animation,US
Doctor Dolittle,1998-06-22,294456605.0,71000000.0,5.4,Comedy,US
Out of Sight,1998-06-26,77745568.0,48000000.0,6.5,Romance,US
Armageddon,1998-07-01,553799566.0,140000000.0,6.5,Action,US
Lethal Weapon 4,1998-07-10,285444603.0,140000000.0,6.3,Action,US
Small Soldiers,1998-07-10,54682547.0,40000000.0,6.2,Comedy,US
Pi,1998-07-10,3221152.0,60000.0,7.1,Mystery,US
There's Something About Mary,1998-07-15,369884651.0,23000000.0,6.5,Romance,US
The Broadway Melody,1929-02-08,4358000.0,379000.0,5.0,Drama,US
Grand Hotel,1932-05-25,2594000.0,700000.0,6.5,Drama,US
Mutiny on the Bounty,1935-11-08,4460000.0,1950000.0,7.1,Adventure,US
You Can't Take It With You,1938-08-23,7433101.0,1644736.0,7.2,Comedy,US
How Green Was My Valley,1941-10-28,6000000.0,1250000.0,6.9,Drama,US
Mrs. Miniver,1942-06-04,13500000.0,1344000.0,6.7,Drama,US
The Lost Weekend,1945-11-25,11000000.0,1250000.0,7.4,Drama,US
The Best Years of Our Lives,1946-12-25,23650000.0,2100000.0,7.6,Drama,US
Gentleman's Agreement,1947-11-11,7800000.0,2000000.0,6.8,Drama,US
The Greatest Show on Earth,1952-01-10,36000000.0,4000000.0,6.6,Action,US
From Here to Eternity,1953-08-28,30500000.0,1650000.0,7.2,War,US
On the Waterfront,1954-06-22,9600000.0,910000.0,8.0,Crime,US
Marty,1955-04-11,3000000.0,343000.0,7.2,Drama,US
West Side Story,1961-10-18,43656822.0,6000000.0,7.0,Crime,US
Tom Jones,1963-10-06,37600000.0,1000000.0,6.1,Adventure,UK
A Man for All Seasons,1966-12-12,28350000.0,3900000.0,7.5,Drama,UK
In the Heat of the Night,1967-08-02,27379978.0,2000000.0,7.5,Crime,US
Oliver!,1968-09-26,37402877.0,10000000.0,7.0,Drama,UK
Midnight Cowboy,1969-05-25,44785053.0,3600000.0,7.4,Drama,US
The French Connection,1971-10-09,41158757.0,1800000.0,7.4,Action,US
Rocky,1976-11-21,117235147.0,1000000.0,7.5,Drama,US
Kramer vs. Kramer,1979-12-18,106260000.0,8000000.0,7.4,Drama,US
Chariots of Fire,1981-05-15,58972904.0,5500000.0,6.9,Drama,UK
Out of Africa,1985-12-20,128499205.0,31000000.0,7.0,Drama,US
The Last Emperor,1987-10-21,43984230.0,23000000.0,7.4,Drama,France
Rain Man,1988-12-11,412800000.0,25000000.0,7.6,Drama,US
Driving Miss Daisy,1989-12-13,145793296.0,7500000.0,7.0,Comedy,US
Repo Man,1984-02-20,2300000.0,1500000.0,6.7,Comedy,US
Labyrinth,1986-06-27,12729917.0,25000000.0,7.1,Adventure,UK
The Breakfast Club,1985-02-15,51525171.0,1000000.0,7.8,Comedy,US
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-10-31,29999213.0,3000000.0,5.7,Horror,US
A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,44793222.0,5000000.0,6.5,Horror,US
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,72500000.0,7000000.0,5.8,Horror,US
A Nightmare on Elm Street 5: The Dream Child,1989-08-11,22168359.0,8000000.0,5.5,Horror,US
Freddy's Dead: The Final Nightmare,1991-09-05,34872033.0,11000000.0,5.1,Horror,US
Friday the 13th,1980-05-09,59754601.0,550000.0,6.4,Horror,US
Friday the 13th Part 2,1981-05-01,21722776.0,1250000.0,6.0,Horror,US
Friday the 13th Part III,1982-08-13,36690067.0,4000000.0,5.7,Horror,US
Friday the 13th: The Final Chapter,1984-04-13,32980880.0,2600000.0,5.9,Horror,US
Friday the 13th: A New Beginning,1985-03-22,21930418.0,2200000.0,5.1,Horror,US
Friday the 13th Part VI: Jason Lives,1986-08-01,19472057.0,3000000.0,5.7,Horror,US
Friday the 13th Part VII: The New Blood,1988-05-13,19170001.0,2800000.0,5.3,Horror,US
Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,14000000.0,5000000.0,4.8,Horror,US
Halloween,1978-10-25,70000000.0,300000.0,7.4,Horror,US
Halloween II,1981-10-30,25533818.0,2500000.0,6.4,Horror,US
Halloween III: Season of the Witch,1982-10-22,14400000.0,2500000.0,5.0,Horror,US
Halloween 4: The Return of Michael Myers,1988-10-21,17768757.0,5000000.0,5.9,Horror,US
Halloween 5: The Revenge of Michael Myers,1989-10-12,11642254.0,5000000.0,5.3,Horror,US
Child's Play,1988-11-08,44196684.0,9000000.0,6.3,Horror,US
Child's Play 2,1990-11-09,35763605.0,13000000.0,5.8,Drama,US
Child's Play 3,1991-08-30,20560255.0,13000000.0,5.5,Thriller,UK
Poltergeist,1982-06-04,122200000.0,10700000.0,7.1,Horror,US
Poltergeist II: The Other Side,1986-05-23,40996665.0,19000000.0,5.8,Horror,US
Poltergeist III,1988-06-10,14144000.0,10500000.0,4.6,Horror,US
The Exorcist,1973-12-26,441306145.0,8000000.0,7.5,Drama,US
Exorcist II: The Heretic,1977-06-17,30749142.0,14000000.0,4.5,Horror,US
Lethal Weapon,1987-03-06,120207127.0,15000000.0,7.0,Adventure,US
Lethal Weapon 2,1989-07-07,227853986.0,25000000.0,6.7,Action,US
Lethal Weapon 3,1992-05-15,321731527.0,35000000.0,6.4,Adventure,US
Gremlins,1984-06-07,153083102.0,11000000.0,6.9,Fantasy,US
Gremlins 2: The New Batch,1990-06-15,41482207.0,50000000.0,6.3,Comedy,US
The Goonies,1985-06-06,61503218.0,19000000.0,7.4,Adventure,US
The Mask of Zorro,1998-07-16,250288523.0,95000000.0,6.3,Action,US
Back to the Future Part II,1989-11-20,332000000.0,40000000.0,7.4,Adventure,US
Back to the Future Part III,1990-05-25,244527583.0,40000000.0,7.1,Adventure,US
The Poseidon Adventure,1972-12-01,84563118.0,5000000.0,7.3,Action,US
Bambi,1942-08-14,267447150.0,858000.0,6.8,Animation,US
Dangerous Liaisons,1988-12-16,34670720.0,14000000.0,7.1,Drama,UK
Dune,1984-12-14,30925690.0,40000000.0,6.5,Action,US
The Last Temptation of Christ,1988-08-12,8373585.0,7000000.0,7.0,Drama,US
Lolita,1997-09-27,1060056.0,62000000.0,7.0,Drama,France
Jane Austen's Mafia!,1998-07-24,19000000.0,10000000.0,5.4,Comedy,US
Saving Private Ryan,1998-07-24,481840909.0,70000000.0,7.9,Drama,US
The Black Cauldron,1985-07-24,21288692.0,25000000.0,6.5,Animation,US
The Black Hole,1979-12-18,35841901.0,20000000.0,6.1,Adventure,US
The Great Mouse Detective,1986-07-02,38625550.0,14000000.0,6.9,Comedy,US
Hocus Pocus,1993-07-16,39514713.0,28000000.0,6.5,Comedy,US
Honey I Blew Up the Kid,1992-07-16,58662452.0,40000000.0,4.8,Adventure,US
"Honey, I Shrunk the Kids",1989-06-22,222724172.0,32000000.0,6.1,Adventure,US
Roger & Me,1989-09-01,6706368.0,160000.0,7.4,Documentary,US
The Purple Rose of Cairo,1985-03-01,10631333.0,15000000.0,7.3,Fantasy,US
The 'Burbs,1989-02-17,36602000.0,18000000.0,6.6,Comedy,US
Blue Velvet,1986-08-01,8551228.0,6000000.0,7.7,Crime,US
The Jungle Book,1967-10-17,205843612.0,4000000.0,7.1,Family,US
The Little Mermaid,1989-11-17,222300000.0,40000000.0,7.2,Animation,US
The Mighty Ducks,1992-10-01,50752337.0,10000000.0,6.4,Comedy,US
One Hundred and One Dalmatians,1961-01-25,215880014.0,4000000.0,6.8,Adventure,US
Peter Pan,1953-02-05,87404651.0,4000000.0,7.0,Animation,US
The Rescuers Down Under,1990-11-16,47431461.0,37931000.0,6.6,Adventure,US
The Rescuers,1977-06-22,71215869.0,1200000.0,6.7,Fantasy,US
Return to Oz,1985-06-21,11137801.0,25000000.0,6.6,Adventure,UK
The Rocketeer,1991-06-21,62000000.0,42000000.0,6.3,Action,US
Sleeping Beauty,1959-01-28,51000000.0,6000000.0,6.8,Fantasy,US
Something Wicked This Way Comes,1983-04-29,5656087.0,19000000.0,6.6,Fantasy,US
Splash,1984-03-09,69821334.0,8000000.0,6.1,Comedy,US
Tron,1982-07-09,33000000.0,17000000.0,6.6,Science Fiction,US
Halloween: H20,1998-08-05,55041738.0,17000000.0,5.7,Horror,US
The Outsiders,1983-03-25,33697647.0,10000000.0,6.9,Crime,US
Indiana Jones and the Temple of Doom,1984-05-23,333000000.0,28000000.0,7.1,Adventure,US
The Lord of the Rings,1978-11-15,30471420.0,4000000.0,6.1,Fantasy,US
The Dead Zone,1983-10-21,20766616.0,10000000.0,6.9,Horror,US
Maximum Overdrive,1986-07-25,7433663.0,10000000.0,5.5,Action,US
Cujo,1983-08-10,21200000.0,5000000.0,5.7,Horror,US
Children of the Corn,1984-03-09,14000000.0,800000.0,5.6,Drama,US
The Addams Family,1991-11-22,191502426.0,30000000.0,6.7,Horror,US
Ever After: A Cinderella Story,1998-07-31,65705772.0,26000000.0,6.8,Drama,US
Who's Afraid of Virginia Woolf?,1966-06-21,33736689.0,7500000.0,7.8,Drama,US
Doctor Dolittle,1967-12-19,9000000.0,18000000.0,6.0,Adventure,US
Watership Down,1978-10-14,3713768.0,1000000.0,7.3,Adventure,UK
The Secret of NIMH,1982-06-17,14665733.0,7000000.0,7.5,Fantasy,US
The Dark Crystal,1982-12-17,40577001.0,15000000.0,7.3,Fantasy,UK
An American Tail,1986-11-21,84542002.0,9000000.0,6.6,Drama,US
Legend,1985-07-19,15502112.0,25000000.0,6.2,Adventure,US
Sixteen Candles,1984-05-04,23686027.0,6500000.0,6.9,Comedy,US
The Avengers,1998-08-13,48585416.0,60000000.0,4.4,Thriller,US
How Stella Got Her Groove Back,1998-08-14,37672350.0,20000000.0,6.0,Comedy,US
Rosemary's Baby,1968-06-12,33395426.0,3200000.0,7.5,Horror,US
Blade,1998-08-21,131183530.0,45000000.0,6.5,Horror,US
Beetlejuice,1988-02-29,73326666.0,15000000.0,7.1,Fantasy,US
Rope,1948-08-23,2200000.0,1500000.0,7.8,Crime,US
Family Plot,1976-04-09,7900000.0,2000000.0,6.7,Comedy,US
Frenzy,1972-05-25,12600000.0,3500000.0,7.2,Crime,UK
Topaz,1969-12-18,6000000.0,4000000.0,6.1,Action,US
Torn Curtain,1966-07-13,13000000.0,3000000.0,6.4,Mystery,US
Marnie,1964-07-09,7000000.0,2135161.0,7.2,Crime,US
The Wrong Man,1956-12-22,2000000.0,1200000.0,6.9,Crime,US
The Man Who Knew Too Much,1956-06-01,10250000.0,2500000.0,7.3,Adventure,US
The Trouble with Harry,1955-10-03,7000000.0,1200000.0,6.9,Comedy,US
Strangers on a Train,1951-06-18,7000000.0,1200000.0,7.6,Crime,US
54,1998-08-28,16757163.0,13000000.0,5.5,Music,US
Willow,1988-05-01,57269863.0,35000000.0,6.9,Adventure,US
The Untouchables,1987-06-02,76270454.0,25000000.0,7.6,Crime,US
Suspicion,1941-11-14,4500000.0,1103000.0,7.1,Mystery,US
Rounders,1998-09-11,22921898.0,12000000.0,6.9,Drama,US
Simon Birch,1998-09-11,18253415.0,20000000.0,6.5,Comedy,US
Without Limits,1998-09-11,777423.0,25000000.0,6.4,Drama,US
Broadcast News,1987-12-16,51249404.0,20000000.0,6.8,Comedy,US
Working Girl,1988-12-20,103173635.0,28000000.0,6.5,Comedy,US
Married to the Mob,1988-08-19,21486757.0,10000000.0,5.8,Comedy,US
Nothing but Trouble,1991-02-14,8479793.0,40000000.0,5.0,Comedy,US
A Few Good Men,1992-12-11,243240178.0,40000000.0,7.1,Drama,US
