age,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
31,single,secondary,no,481,yes,no,106,2,183,2,failure,no
39,married,secondary,no,660,yes,yes,180,1,185,2,failure,no
52,married,primary,yes,57,yes,yes,45,1,196,1,failure,no
42,married,secondary,no,3,yes,no,47,1,190,1,failure,no
40,single,secondary,no,572,no,no,67,1,91,2,failure,no
33,married,secondary,no,3071,yes,yes,46,2,122,1,failure,no
32,married,primary,no,187,no,no,485,1,134,1,failure,no
33,married,primary,no,5151,yes,yes,73,1,178,4,failure,no
32,married,primary,no,2085,yes,yes,146,1,185,3,failure,no
39,single,secondary,no,1104,no,no,333,2,105,2,success,no
39,divorced,secondary,no,892,yes,no,34,1,171,1,failure,no
45,married,tertiary,no,96,yes,no,167,1,127,1,failure,no
32,single,tertiary,no,574,yes,no,171,1,127,2,failure,no
50,married,secondary,no,0,yes,no,152,1,190,1,failure,no
47,married,secondary,no,1465,yes,no,26,1,190,2,failure,no
30,married,secondary,no,586,yes,no,148,6,176,4,failure,no
41,married,primary,no,7735,yes,no,220,1,190,1,failure,no
37,married,tertiary,no,264,yes,yes,276,1,157,1,failure,no
30,married,secondary,no,501,yes,yes,994,1,177,1,failure,yes
38,married,secondary,no,215,yes,no,70,1,167,1,failure,no
48,divorced,secondary,no,4906,yes,no,200,1,190,1,failure,no
38,married,primary,no,433,no,no,81,2,136,3,failure,no
35,married,secondary,no,5304,yes,no,340,1,183,2,failure,no
34,divorced,secondary,no,797,yes,no,88,1,126,1,failure,no
31,married,secondary,no,450,no,yes,111,2,129,4,failure,no
39,single,secondary,no,519,yes,yes,149,1,155,14,failure,no
31,married,secondary,no,1539,yes,yes,67,6,177,9,failure,no
32,married,secondary,no,11512,yes,no,301,1,183,1,failure,no
52,married,tertiary,no,1115,yes,no,69,1,164,2,failure,no
31,single,secondary,no,5607,no,no,183,2,184,1,failure,no
30,married,primary,no,1015,yes,no,24,1,113,8,failure,no
50,married,secondary,no,1878,yes,yes,45,2,181,11,failure,no
41,single,secondary,no,98,no,yes,180,1,122,6,failure,no
46,married,tertiary,no,0,no,no,531,1,167,1,failure,yes
37,single,secondary,no,862,no,no,85,1,122,2,failure,no
46,divorced,secondary,no,3455,yes,no,120,4,190,2,failure,no
44,married,secondary,no,-230,yes,yes,352,1,177,1,failure,no
36,married,secondary,no,-872,yes,yes,153,1,183,1,failure,no
50,married,primary,no,2590,yes,no,281,2,195,6,failure,no
55,married,tertiary,no,10065,no,no,197,5,177,3,failure,no
32,single,secondary,no,3201,yes,no,98,1,178,5,failure,no
34,married,tertiary,no,273,yes,no,308,1,188,1,success,no
35,single,secondary,no,-476,yes,no,57,6,177,4,failure,no
53,married,secondary,no,21522,no,no,83,3,149,4,failure,no
55,divorced,secondary,no,166,no,no,324,7,153,4,failure,no
37,single,secondary,no,-272,no,yes,104,3,139,6,failure,no
33,married,tertiary,no,4465,yes,no,161,1,183,2,failure,no
33,divorced,secondary,no,557,yes,no,89,1,91,1,failure,no
40,married,secondary,no,4441,yes,no,153,2,183,2,failure,no
53,married,secondary,no,3815,no,no,75,2,149,3,failure,no
47,married,primary,no,2,yes,yes,661,4,190,1,failure,no
33,married,secondary,no,2711,no,no,184,1,104,1,failure,no
38,divorced,primary,no,0,yes,no,250,1,155,2,failure,no
55,married,secondary,no,1102,yes,no,195,1,189,2,failure,no
57,single,secondary,no,2236,yes,no,51,8,190,2,failure,no
40,married,secondary,no,7711,yes,no,190,5,135,1,failure,no
34,married,tertiary,no,1545,yes,no,895,1,183,2,failure,no
32,single,tertiary,no,12686,yes,no,176,1,170,1,failure,no
38,married,tertiary,no,1110,yes,no,888,2,183,2,failure,yes
51,married,secondary,no,-153,no,no,72,2,92,4,failure,no
37,married,tertiary,no,836,yes,no,223,1,177,2,failure,no
44,married,secondary,no,7876,yes,no,212,1,101,2,failure,no
32,married,secondary,no,983,yes,no,500,2,133,1,failure,yes
43,married,secondary,no,5704,yes,no,154,3,106,2,failure,no
33,single,tertiary,no,3404,yes,no,105,2,171,3,failure,no
34,married,secondary,no,56,yes,no,311,3,183,1,failure,no
51,married,tertiary,no,6659,yes,yes,191,2,189,1,failure,no
58,married,tertiary,no,5087,no,no,63,2,154,1,failure,no
35,married,secondary,no,725,yes,no,219,7,133,1,failure,no
31,single,tertiary,no,438,yes,no,165,1,100,2,failure,no
45,married,secondary,no,999,yes,no,215,6,188,2,failure,no
35,divorced,primary,no,3888,no,no,207,5,178,5,failure,no
52,married,secondary,no,3923,yes,no,20,8,190,3,success,no
39,divorced,tertiary,no,155,yes,no,20,6,153,26,failure,no
44,married,secondary,no,3060,yes,no,113,1,189,2,failure,no
40,divorced,tertiary,no,9541,no,no,128,2,189,1,failure,no
37,married,secondary,no,1016,yes,yes,195,3,8,1,failure,no
38,married,primary,no,3289,no,no,340,2,164,2,failure,no
36,married,secondary,no,1954,yes,yes,158,2,174,3,failure,no
50,married,tertiary,no,3117,no,no,44,2,164,1,failure,no
49,married,tertiary,no,-471,yes,no,77,3,185,7,failure,no
31,married,secondary,no,3052,yes,yes,115,2,177,2,failure,no
39,married,secondary,no,31,yes,no,61,2,181,4,failure,no
37,divorced,secondary,no,33,yes,no,106,2,167,1,failure,no
41,married,tertiary,no,666,yes,no,106,3,183,3,failure,no
53,married,secondary,no,111,yes,no,600,3,189,2,failure,no
36,single,tertiary,no,3649,yes,no,399,2,156,2,failure,no
43,married,tertiary,no,5670,yes,no,43,4,189,2,failure,no
34,married,tertiary,no,1433,no,no,111,3,104,3,failure,no
45,divorced,tertiary,no,1273,yes,yes,206,2,162,3,failure,no
32,single,secondary,no,6982,yes,no,224,2,183,1,failure,no
33,married,secondary,no,3514,yes,no,214,2,184,2,failure,no
32,single,secondary,no,2696,yes,no,564,2,183,1,failure,no
31,single,tertiary,no,1887,no,yes,225,2,183,1,failure,no
47,married,secondary,no,3533,yes,no,319,1,100,2,failure,no
38,married,tertiary,no,-3,no,no,251,2,101,3,failure,no
35,married,secondary,no,142,yes,no,315,2,196,4,failure,no
39,single,tertiary,no,889,no,no,78,2,185,4,failure,no
58,married,secondary,no,5618,yes,no,361,2,189,1,failure,no
56,divorced,primary,no,12,no,no,282,2,135,1,failure,no
31,married,secondary,no,314,yes,no,1341,3,178,7,failure,yes
35,married,tertiary,no,0,yes,no,197,4,30,1,failure,no
34,single,secondary,no,4436,yes,no,292,2,178,6,failure,no
43,single,tertiary,no,744,no,yes,90,4,114,4,failure,no
32,single,secondary,no,5252,yes,no,232,2,183,2,failure,no
51,married,secondary,no,4178,yes,no,167,4,174,1,failure,no
56,married,secondary,no,4763,yes,no,233,4,115,6,failure,no
36,divorced,primary,no,3202,yes,no,690,3,183,2,failure,no
44,married,tertiary,no,4580,yes,no,192,2,189,2,success,no
46,married,primary,no,676,yes,no,825,6,174,4,failure,no
53,married,tertiary,no,3366,no,no,278,6,112,2,failure,no
57,single,secondary,no,3499,yes,no,104,4,175,3,failure,no
30,married,secondary,no,111,no,yes,86,3,133,1,failure,no
55,married,secondary,no,6958,yes,yes,325,5,192,2,failure,no
53,single,secondary,no,5558,yes,no,81,6,189,3,failure,no
35,single,secondary,no,356,yes,no,20,5,114,7,failure,no
45,married,tertiary,no,460,no,no,312,3,157,1,failure,no
31,single,tertiary,no,5691,yes,no,37,2,123,1,failure,no
40,married,secondary,no,87,yes,yes,116,2,113,4,failure,no
50,divorced,tertiary,no,2564,yes,no,124,4,113,8,failure,no
37,single,secondary,no,1560,yes,no,67,1,163,2,failure,no
50,married,primary,no,12519,yes,no,615,3,34,1,failure,yes
36,married,tertiary,no,62,no,no,50,2,121,2,failure,no
47,married,tertiary,yes,-813,yes,yes,85,2,158,25,failure,no
39,married,secondary,no,5222,yes,no,239,2,177,1,failure,no
31,single,tertiary,no,3967,yes,no,859,1,182,1,failure,no
45,divorced,tertiary,no,2096,no,no,127,1,100,2,failure,no
31,single,tertiary,yes,-405,yes,yes,846,1,100,2,success,no
47,married,secondary,no,0,no,no,591,1,10,1,failure,yes
42,married,secondary,no,2812,yes,no,46,4,171,1,failure,no
46,married,secondary,no,22,yes,no,153,1,197,3,failure,no
53,married,tertiary,no,1945,no,no,22,4,106,7,failure,no
32,married,primary,no,1261,yes,no,104,1,182,1,failure,no
31,married,primary,no,2198,no,no,423,2,172,2,failure,no
33,single,secondary,no,2481,no,no,113,1,101,2,failure,no
33,married,secondary,no,255,yes,yes,588,2,184,2,failure,no
59,married,tertiary,no,7049,no,no,530,1,163,2,failure,yes
35,single,primary,no,2040,no,no,258,1,157,4,failure,no
30,divorced,tertiary,no,1718,yes,no,73,4,126,2,failure,no
52,married,secondary,no,1752,no,yes,346,4,123,8,failure,no
40,married,tertiary,no,2644,yes,no,110,2,185,1,failure,no
31,married,tertiary,no,5,yes,yes,635,1,135,2,failure,yes
32,divorced,secondary,no,5267,yes,no,183,1,168,2,failure,no
30,married,secondary,no,239,yes,no,302,2,95,8,failure,no
44,married,secondary,no,701,no,yes,103,1,141,2,failure,no
31,single,secondary,no,159,yes,no,66,1,182,1,failure,no
34,single,tertiary,no,966,yes,no,393,1,101,3,failure,no
48,married,secondary,no,4265,yes,no,327,1,192,2,failure,no
32,single,tertiary,no,3050,yes,no,58,1,182,1,failure,no
49,married,secondary,no,13818,no,no,201,1,113,2,failure,no
34,single,tertiary,no,3679,yes,no,146,1,101,1,failure,no
31,married,secondary,no,8629,yes,no,957,1,184,2,failure,yes
53,married,secondary,no,1777,yes,no,796,5,154,1,failure,yes
34,married,secondary,no,-508,yes,no,144,6,185,2,failure,no
47,married,secondary,no,2944,no,no,57,7,154,5,failure,no
52,divorced,secondary,no,2455,no,no,76,1,119,1,failure,no
48,married,primary,no,1375,yes,yes,73,1,172,2,failure,no
40,single,secondary,no,19343,yes,no,13,4,179,4,failure,no
45,divorced,secondary,no,1738,no,no,79,1,106,2,failure,no
54,married,secondary,no,230,no,yes,401,1,100,2,failure,no
30,married,secondary,no,274,yes,yes,105,5,102,2,failure,no
38,married,tertiary,no,1514,no,yes,160,3,120,3,failure,no
31,married,secondary,no,457,yes,no,283,1,171,5,failure,no
40,married,secondary,no,372,yes,no,365,1,100,2,failure,no
37,married,tertiary,no,489,yes,no,202,1,106,5,failure,no
33,married,primary,no,2456,yes,no,552,3,127,1,failure,no
45,married,tertiary,no,2220,yes,no,89,1,133,2,failure,no
40,married,secondary,no,-605,yes,yes,79,1,171,1,failure,no
53,married,secondary,no,1027,no,no,102,1,121,1,failure,no
35,married,secondary,no,80,yes,yes,38,2,172,2,failure,no
41,married,tertiary,no,832,yes,yes,164,1,176,1,failure,no
50,married,secondary,no,2497,yes,no,35,1,176,1,failure,no
31,married,secondary,no,3653,yes,yes,252,1,168,4,failure,no
35,single,tertiary,no,1129,yes,no,64,2,184,2,failure,no
33,divorced,secondary,no,86,no,yes,183,3,186,1,failure,no
31,single,tertiary,no,1166,yes,no,119,2,171,1,failure,no
34,married,secondary,no,5553,yes,no,798,2,182,5,failure,no
49,divorced,secondary,no,771,yes,no,264,2,172,1,failure,no
47,married,primary,no,333,yes,no,118,1,113,4,failure,no
37,married,secondary,no,2066,yes,yes,10,7,113,5,failure,no
40,married,secondary,no,752,no,yes,456,1,157,1,failure,no
40,married,secondary,no,9374,yes,no,7,8,185,1,failure,no
51,single,tertiary,no,11222,yes,no,126,2,171,7,failure,no
36,single,secondary,no,0,yes,yes,109,1,189,1,failure,no
39,married,tertiary,yes,47,no,no,28,3,158,3,failure,no
48,married,secondary,no,2697,yes,yes,82,1,179,5,failure,no
38,divorced,tertiary,no,554,no,no,45,1,101,4,failure,no
36,divorced,tertiary,no,210,yes,no,62,1,127,2,failure,no
39,single,tertiary,no,26,yes,yes,52,1,179,4,failure,no
33,single,secondary,no,920,yes,no,58,1,122,4,failure,no
39,married,primary,no,1601,yes,no,219,2,182,2,failure,no
30,married,secondary,no,-559,yes,yes,531,1,184,1,failure,no
43,married,secondary,no,-150,no,yes,62,2,136,3,failure,no
43,divorced,tertiary,no,1440,yes,yes,149,1,175,1,failure,no
38,married,secondary,no,505,yes,yes,119,1,157,2,failure,no
57,married,secondary,no,2658,yes,no,107,1,190,1,failure,no
33,single,secondary,no,3269,no,yes,381,1,126,1,failure,no
33,divorced,secondary,no,335,yes,no,347,1,184,2,failure,no
32,married,secondary,no,253,yes,no,76,1,170,3,failure,no
47,married,secondary,no,1059,yes,no,58,1,127,1,failure,no
32,married,tertiary,no,2737,yes,yes,44,4,182,1,failure,no
58,divorced,tertiary,no,26254,yes,no,53,1,31,1,failure,no
40,married,primary,no,-616,yes,no,182,1,157,2,failure,no
39,single,secondary,no,158,yes,no,183,1,168,2,failure,no
38,married,secondary,no,1,yes,no,57,5,199,1,success,no
52,married,tertiary,no,2428,yes,no,294,1,116,3,failure,no
34,divorced,secondary,no,7,yes,yes,94,2,199,1,failure,no
54,married,primary,no,235,no,yes,353,2,113,5,failure,no
39,married,secondary,no,2319,no,no,48,1,137,1,failure,no
41,married,secondary,no,6687,yes,no,41,2,123,3,failure,no
55,divorced,primary,no,2227,yes,no,148,3,172,3,failure,no
32,married,secondary,no,1076,no,no,906,1,129,3,failure,no
40,married,tertiary,no,271,yes,no,124,3,102,4,failure,no
45,single,secondary,no,946,yes,no,56,2,175,4,failure,no
37,single,tertiary,no,65,no,no,20,10,113,4,failure,no
32,married,tertiary,no,118,no,no,383,4,176,10,failure,no
52,married,tertiary,no,1065,yes,yes,224,2,175,1,failure,no
57,married,tertiary,no,3431,yes,no,55,2,189,1,failure,no
40,married,secondary,no,4025,yes,no,139,2,129,4,failure,no
32,divorced,tertiary,no,874,no,no,366,3,101,6,success,no
31,married,secondary,no,111,no,no,504,2,93,2,failure,yes
41,married,secondary,no,1539,yes,no,139,6,130,3,failure,no
31,single,secondary,no,144,yes,no,51,2,140,11,failure,no
59,married,secondary,no,10054,no,no,175,3,100,6,failure,no
55,divorced,secondary,no,1580,no,yes,82,5,155,1,success,no
40,married,secondary,no,0,yes,no,43,1,185,2,failure,no
30,single,tertiary,no,9634,no,no,402,4,101,5,failure,no
45,divorced,secondary,no,0,yes,yes,173,1,192,1,failure,no
34,single,secondary,no,892,yes,no,177,2,184,1,failure,no
58,divorced,tertiary,no,50,yes,no,675,4,171,4,failure,no
37,single,secondary,no,105,no,yes,197,2,157,4,failure,no
32,married,secondary,no,752,yes,no,82,4,191,1,failure,no
40,single,secondary,no,1200,yes,no,163,2,156,8,failure,no
52,married,primary,no,4793,yes,no,61,3,168,2,failure,no
45,single,tertiary,no,302,yes,no,22,2,154,4,failure,no
41,married,secondary,no,2125,yes,yes,285,3,116,4,failure,no
42,married,secondary,no,8131,yes,no,173,4,175,1,failure,no
34,single,tertiary,no,714,yes,no,122,3,193,4,failure,no
43,divorced,secondary,no,738,yes,no,585,4,191,4,failure,no
37,single,secondary,no,363,yes,no,39,4,182,3,failure,no
55,divorced,tertiary,no,1241,no,no,48,7,154,5,failure,no
58,married,tertiary,no,1602,no,no,1032,10,115,3,failure,no
36,married,tertiary,no,396,no,no,64,2,100,5,failure,no
33,divorced,secondary,no,558,yes,no,258,2,93,3,failure,no
31,single,tertiary,no,2085,yes,no,639,2,93,4,failure,no
30,married,secondary,no,817,yes,no,208,3,91,4,failure,no
40,single,secondary,no,877,yes,no,12,3,177,6,failure,no
35,divorced,tertiary,no,538,yes,no,109,2,193,4,failure,no
50,married,tertiary,no,4374,yes,no,163,2,113,3,failure,no
42,married,primary,no,-571,yes,yes,136,2,179,4,failure,no
33,married,primary,no,1903,yes,no,337,2,182,3,failure,no
45,married,secondary,no,392,yes,no,391,2,127,2,failure,no
32,married,secondary,no,3181,yes,no,118,2,176,7,failure,no
35,single,secondary,no,1183,yes,no,21,3,185,2,failure,no
33,divorced,tertiary,no,0,yes,yes,211,7,94,8,failure,no
42,divorced,secondary,no,484,yes,no,321,3,127,3,failure,no
50,married,primary,no,0,no,no,281,2,191,2,failure,no
34,married,tertiary,no,714,yes,no,328,4,113,27,failure,no
41,married,secondary,no,0,yes,yes,12,5,190,1,failure,no
47,married,tertiary,no,333,no,no,8,5,137,1,failure,no
37,single,tertiary,no,2173,no,no,158,3,114,1,failure,no
37,single,secondary,no,3111,yes,no,9,3,185,2,failure,no
53,divorced,secondary,no,173,no,yes,412,2,143,1,failure,no
57,divorced,secondary,no,4664,no,no,22,4,114,1,failure,no
46,divorced,tertiary,no,0,yes,no,234,5,102,5,failure,no
37,married,tertiary,no,0,yes,no,11,3,175,1,failure,no
38,married,secondary,no,1063,yes,no,51,5,113,2,failure,no
34,married,primary,no,2720,yes,no,147,2,179,3,failure,no
36,married,tertiary,no,0,yes,no,72,3,29,4,success,no
50,married,primary,no,-315,no,yes,61,7,136,1,failure,no
50,divorced,secondary,no,797,yes,no,205,3,119,8,failure,no
59,married,tertiary,no,2143,yes,no,59,1,268,1,failure,no
40,married,tertiary,no,378,yes,yes,260,1,268,2,failure,no
42,divorced,secondary,no,759,no,no,97,1,169,3,failure,no
43,divorced,secondary,no,87,yes,no,130,1,247,2,failure,no
38,divorced,secondary,no,316,yes,no,223,1,247,2,success,no
43,divorced,tertiary,no,626,yes,no,72,1,167,2,failure,no
38,married,secondary,no,67,no,no,74,1,239,2,failure,no
48,married,secondary,no,651,no,yes,228,1,196,2,failure,no
53,divorced,secondary,no,392,yes,no,70,1,245,1,failure,no
33,married,secondary,yes,-354,yes,yes,104,1,245,2,failure,no
57,divorced,primary,no,362,no,no,91,1,231,1,failure,no
52,married,secondary,no,393,yes,yes,446,1,182,8,failure,no
43,married,tertiary,no,344,yes,yes,282,1,238,2,failure,no
48,married,secondary,no,0,yes,no,123,1,204,1,failure,no
43,married,secondary,no,2478,yes,no,347,1,230,1,failure,no
33,married,secondary,no,4012,no,yes,90,1,265,4,failure,no
47,married,primary,no,1452,yes,yes,181,1,177,2,failure,no
53,married,tertiary,no,1672,no,no,176,1,189,1,failure,no
52,married,secondary,no,98,yes,no,103,1,245,2,failure,no
58,married,secondary,no,374,yes,yes,223,1,196,1,failure,no
54,married,tertiary,no,1129,no,yes,242,1,184,8,failure,no
56,married,secondary,no,-246,no,yes,461,2,204,2,failure,no
31,married,secondary,no,20,no,no,304,1,71,1,failure,no
38,married,secondary,no,105,yes,no,158,1,265,2,failure,no
38,married,tertiary,no,1066,yes,no,86,1,189,1,failure,no
51,married,secondary,no,176,no,no,214,1,183,2,failure,no
44,married,secondary,no,429,yes,no,99,1,246,4,failure,no
53,married,tertiary,no,554,no,no,48,1,181,5,failure,no
60,married,primary,no,362,no,yes,326,1,183,6,success,no
35,married,tertiary,no,436,no,yes,507,1,184,4,failure,no
48,single,tertiary,no,-295,no,yes,121,1,190,2,failure,no
57,married,secondary,no,1316,no,no,221,2,182,5,failure,no
57,married,secondary,no,297,no,yes,120,2,154,16,failure,no
37,single,secondary,no,62,yes,no,252,2,268,2,failure,no
59,married,secondary,no,1455,yes,no,222,2,191,1,failure,no
44,married,tertiary,no,3463,yes,yes,290,2,153,3,failure,no
30,single,secondary,no,732,yes,no,445,1,223,1,failure,no
37,married,secondary,no,417,no,no,389,1,181,5,failure,no
48,married,secondary,no,547,no,no,74,1,176,2,failure,no
41,single,tertiary,no,1616,no,no,229,1,184,7,success,no
47,married,secondary,no,487,no,no,218,2,177,1,failure,no
59,married,primary,no,699,no,no,98,1,154,6,failure,no
55,married,secondary,no,3207,no,no,158,2,153,12,failure,no
49,married,secondary,no,177,yes,yes,90,1,204,1,failure,no
42,married,secondary,no,799,no,no,234,1,181,6,failure,no
56,single,tertiary,no,-528,no,no,290,2,184,2,failure,no
26,single,secondary,no,0,yes,no,148,2,258,2,failure,no
52,married,tertiary,no,1392,no,no,1121,2,205,3,failure,no
44,married,secondary,no,-199,no,no,692,2,247,3,failure,no
